OG	Tcas	Dmel
EJ8BG	TC005391	FBgn0260407
EJ8BK	TC008365	FBgn0030396
EJ8BS	TC005088	FBgn0024320
EJ8BT	TC008403	FBgn0003687
EJ8BZ	TC011467	FBgn0027296
EJ8C0	TC033029	FBgn0003870
EJ8C1	TC015547	FBgn0034061
EJ8C2	TC011540	FBgn0041629
EJ8C3	TC003706	FBgn0263933
EJ8CV	TC014338	FBgn0031458
EJ8DB	TC013425	FBgn0030240
EJ8E8	TC003565	FBgn0037880
EJ8EB	TC009049	FBgn0031442,FBgn0031443,FBgn0032596
EJ8EE	TC013078	FBgn0036336
EJ8F0	TC032148	FBgn0266579
EJ8F1	TC031476	FBgn0010246
EJ8F4	TC003286	FBgn0027844,FBgn0037439
EJ8F6	TC030054	FBgn0034081
EJ8FA	TC009893	FBgn0035845
EJ8FB	TC005434	FBgn0034766
EJ8FC	TC002762	FBgn0261111
EJ8FE	TC033777	FBgn0038474
EJ8FF	TC012448	FBgn0034307
EJ8FM	TC015477	FBgn0027512
EJ8FQ	TC012054	FBgn0261789
EJ8FR	TC008667	FBgn0019936
EJ8FS	TC014691	FBgn0000449
EJ8GK	TC000108	FBgn0016081
EJ8HH	TC014954	FBgn0010435
EJ8HK	TC015164	FBgn0039590
EJ8HS	TC013701	FBgn0261238
EJ8HT	TC000274	FBgn0031632
EJ8HV	TC006024	FBgn0003423
EJ8I7	TC031099	FBgn0010038,FBgn0010040,FBgn0010041,FBgn0010042,FBgn0038020
EJ8IM	TC005588	FBgn0050389
EJ8IP	TC011751	FBgn0039492
EJ8IQ	TC007419	FBgn0039938
EJ8IR	TC002864	FBgn0028379,FBgn0029687
EJ8J4	TC000087	FBgn0001208
EJ8J8	TC033529	FBgn0260442
EJ8JA	TC001064	FBgn0051191
EJ8JC	TC011992	FBgn0037368,FBgn0263144
EJ8JE	TC033699	FBgn0024236
EJ8JF	TC002077	FBgn0037376
EJ8JG	TC010429	FBgn0003292
EJ8JH	TC009720	FBgn0035392
EJ8JI	TC003848	FBgn0050291
EJ8KI	TC014897	FBgn0033468
EJ8KM	TC030625	FBgn0034842,FBgn0029134,FBgn0051742
EJ8N5	TC003767	FBgn0035295
EJ8PX	TC015215	FBgn0014411
EJ8PY	TC030588	FBgn0032955
EJ8Q3	TC011255	FBgn0266719
EJ8Q4	TC007410	FBgn0039075
EJ8Q6	TC030714	FBgn0027866
EJ8Q7	TC008818,TC031185	FBgn0042693,FBgn0027492,FBgn0052568
EJ8SH	TC007081	FBgn0004650
EJ8U4	TC014250	FBgn0004390
EJ8U5	TC005451	FBgn0035589
EJ8U8	TC011896	FBgn0033741
EJ8UA	TC001594	FBgn0034075
EJ8UD	TC009038	FBgn0086784
EJ8UG	TC006653	FBgn0038438
EJ8UI	TC007964	FBgn0036239
EJ8UJ	TC008835	FBgn0039466
EJ8V2	TC000127	FBgn0036188
EJ8VQ	TC007435	FBgn0027330
EJ8VR	TC006494	FBgn0022153
EJ8VS	TC033180,TC033180	FBgn0033739
EJ8VU	TC034311	FBgn0034484
EJ8VV	TC004608	FBgn0037950
EJ8W0	TC007644	FBgn0031766
EJ8W3	TC002476	FBgn0028427
EJ8W4	TC014478	FBgn0051683,FBgn0042175
EJ8W7	TC012014	FBgn0034735
EJ8WC	TC014905	FBgn0031282
EJ8WG	TC002080	FBgn0038000
EJ8WT	TC012162	FBgn0020497
EJ8X2	TC009189	FBgn0039730
EJ8X5	TC032642	FBgn0085408
EJ8X7	TC006498	FBgn0032395
EJ8X8	TC004833	FBgn0033558
EJ8X9	TC031392	FBgn0051202,FBgn0259170
EJ8XB	TC032313	FBgn0033212
EJ8XF	TC006662	FBgn0036662
EJ8XK	TC000832	FBgn0035719
EJ8XQ	TC006222	FBgn0023091
EJ8Y9	TC033411	FBgn0260758,FBgn0261671
EJ8Z7	TC032817	FBgn0029914
EJ8ZB	TC012676	FBgn0036844
EJ8ZP	TC011352	FBgn0039627
EJ90I	TC015841	FBgn0051207,FBgn0051189,FBgn0038849,FBgn0038850
EJ910	TC009542	FBgn0003396
EJ911	TC012098	FBgn0086694
EJ925	TC005988	FBgn0030654
EJ92R	TC004511	FBgn0250830
EJ92S	TC004434	FBgn0036740
EJ92W	TC003474	FBgn0010416
EJ92X	TC033094,TC014202	FBgn0039232,FBgn0266268
EJ92Y	TC012032	FBgn0030720
EJ92Z	TC013034,TC011954	FBgn0038744,FBgn0039009
EJ930	TC011200	FBgn0025815
EJ931	TC007708	FBgn0036958
EJ94B	TC015333	FBgn0039890
EJ94D	TC004371	FBgn0266099
EJ94W	TC031030	FBgn0036612
EJ950	TC014960	FBgn0259242
EJ953	TC002260	FBgn0085398
EJ963	TC033437	FBgn0026141,FBgn0011760
EJ964	TC007299,TC007298	FBgn0030018,FBgn0030017
EJ966	TC000868	FBgn0004858
EJ974	TC015640	FBgn0020376,FBgn0031547
EJ978	TC014093,TC014094,TC014095,TC014096	FBgn0032785,FBgn0051826
EJ979	TC002499	FBgn0086711
EJ97B	TC031227	FBgn0017457
EJ97C	TC013556	FBgn0032394
EJ97D	TC000081	FBgn0052369
EJ97G	TC011433	FBgn0283724
EJ97H	TC000894	FBgn0000014
EJ97I	TC013890	FBgn0032378
EJ97J	TC004512	FBgn0031132,FBgn0034971
EJ97N	TC013586	FBgn0261885
EJ97P	TC006415	FBgn0031359
EJ97U	TC010490,TC010489	FBgn0286203
EJ97X	TC000693	FBgn0005771
EJ982	TC006514	FBgn0266671
EJ983	TC011050	FBgn0020249
EJ985	TC000676	FBgn0037547,FBgn0037548
EJ988	TC032050,TC000625	FBgn0259677
EJ99A	TC014008	FBgn0038318
EJ99N	TC000060	FBgn0043799
EJ9A0	TC013886	FBgn0036905,FBgn0260434
EJ9AA	TC015082	FBgn0019938
EJ9AF	TC003415	FBgn0033550
EJ9AH	TC034655	FBgn0261277
EJ9AI	TC014556	FBgn0010313
EJ9AK	TC008153	FBgn0031977
EJ9AM	TC010852	FBgn0260655
EJ9AP	TC004463	FBgn0037777
EJ9AR	TC007973	FBgn0266724
EJ9AS	TC014858	FBgn0030883
EJ9AT	TC005009	FBgn0037344
EJ9C1	TC001960	FBgn0037688
EJ9C6	TC002557	FBgn0035649
EJ9C7	TC009976	FBgn0017578
EJ9C8	TC030755	FBgn0003074
EJ9CG	TC003630	FBgn0051638
EJ9D1	TC005463	FBgn0032431
EJ9D4	TC033317	FBgn0015801
EJ9DI	TC005345	FBgn0036141
EJ9DJ	TC033755	FBgn0026192
EJ9DM	TC008507	FBgn0087008
EJ9DN	TC013432	FBgn0040305
EJ9DP	TC031288	FBgn0032600
EJ9DR	TC012307	FBgn0039254
EJ9DS	TC009109	FBgn0038221
EJ9DT	TC007851	FBgn0040389
EJ9DV	TC003915	FBgn0035187
EJ9E0	TC000641	FBgn0008635
EJ9E1	TC030636	FBgn0031904
EJ9E2	TC006213	FBgn0037109
EJ9E5	TC014098	FBgn0023416
EJ9E7	TC014794	FBgn0031995
EJ9E8	TC012073	FBgn0011232
EJ9E9	TC007561,TC013247	FBgn0060296
EJ9EA	TC033399	FBgn0261994,FBgn0261993
EJ9EB	TC001666	FBgn0260857
EJ9EH	TC010480	FBgn0035711
EJ9EI	TC012407	FBgn0263594
EJ9EJ	TC032111	FBgn0029906
EJ9EK	TC005120	FBgn0036825
EJ9EN	TC032825	FBgn0050015
EJ9FQ	TC031592,TC013689	FBgn0003963
EJ9FR	TC002803	FBgn0035144
EJ9G0	TC008186	FBgn0040383,FBgn0032090
EJ9GP	TC012016	FBgn0038917
EJ9GR	TC016231	FBgn0030406
EJ9H3	TC000811,TC000812	FBgn0028507
EJ9H6	TC031771,TC010452	FBgn0000557,FBgn0284245
EJ9H8	TC009586	FBgn0029905
EJ9H9	TC014271	FBgn0263198
EJ9HB	TC013555	FBgn0010421
EJ9HC	TC002669	FBgn0004511
EJ9HW	TC012756,TC012757,TC012758	FBgn0031969,FBgn0025697
EJ9HZ	TC031556	FBgn0031209
EJ9I0	TC014802	FBgn0288469
EJ9I2	TC009549	FBgn0266709
EJ9I5	TC000616	FBgn0023477
EJ9I6	TC008220	FBgn0037270,FBgn0033069
EJ9I8	TC004142	FBgn0016126
EJ9JK	TC015621	FBgn0033357
EJ9JN	TC014219	FBgn0037374
EJ9KC	TC016108	FBgn0038679
EJ9KF	TC014256	FBgn0041092
EJ9KG	TC003523,TC000074	FBgn0286818
EJ9KI	TC003900	FBgn0025836
EJ9KS	TC003079	FBgn0034180
EJ9KU	TC011826	FBgn0039844
EJ9KV	TC033019	FBgn0039863
EJ9M4	TC001349,TC006095	FBgn0053508
EJ9M7	TC001311	FBgn0036859
EJ9MH	TC012185	FBgn0039562
EJ9MK	TC006753	FBgn0037336
EJ9NH	TC007465,TC013376	FBgn0032726,FBgn0032727
EJ9PT	TC033768	FBgn0051619
EJ9PU	TC013806	FBgn0037943
EJ9PW	TC004794	FBgn0024734
EJ9PX	TC011120	FBgn0004574
EJ9Q5	TC000150	FBgn0259171
EJ9Q7	TC013074	FBgn0028494
EJ9QD	TC033690,TC033689,TC009052	FBgn0042131,FBgn0037057,FBgn0038775
EJ9QE	TC031146	FBgn0053489,FBgn0053490
EJ9RP	TC000104	FBgn0262732
EJ9RR	TC014943,TC014942	FBgn0000636
EJ9RU	TC030562	FBgn0022224
EJ9T3	TC008696	FBgn0034933
EJ9T7	TC008534	FBgn0265784
EJ9T9	TC008465	FBgn0030930
EJ9TR	TC002866	FBgn0052537
EJ9TV	TC001351	FBgn0266615
EJ9UY	TC008671	FBgn0016697
EJ9V0	TC014505	FBgn0034753
EJ9V2	TC009964	FBgn0032166
EJ9V3	TC007470	FBgn0264494
EJ9V4	TC006313	FBgn0036686
EJ9V5	TC015511	FBgn0032170
EJ9VW	TC007409	FBgn0019650
EJ9WA	TC000321	FBgn0051064
EJ9WE	TC008985	FBgn0000320
EJ9WF	TC002114	FBgn0040505
EJ9WG	TC034685	FBgn0032633
EJ9WJ	TC014039	FBgn0040271
EJ9WP	TC001256	FBgn0039943
EJ9WQ	TC000267	FBgn0262560
EJ9WT	TC003942	FBgn0265778
EJ9WU	TC003707	FBgn0286204
EJ9WX	TC003001	FBgn0038597
EJ9WY	TC001965	FBgn0034498
EJ9XA	TC009618	FBgn0039112
EJ9XC	TC012882	FBgn0032202
EJ9XH	TC011921	FBgn0050467
EJ9XI	TC033740	FBgn0035427
EJ9XQ	TC000711	FBgn0039993
EJ9XS	TC030778	FBgn0036282
EJ9Y1	TC007648	FBgn0037342
EJ9Y2	TC002238	FBgn0043806
EJ9Y7	TC006169	FBgn0033453
EJ9YD	TC008705	FBgn0031040
EJ9YH	TC004675,TC006330	FBgn0028695
EJ9Z2	TC031717	FBgn0264707
EJ9Z3	TC014755	FBgn0031431,FBgn0032030
EJ9ZT	TC033128	FBgn0032744
EJ9ZX	TC001323	FBgn0039637
EJA00	TC013313	FBgn0036199
EJA01	TC009027	FBgn0040512
EJA02	TC001630	FBgn0029975
EJA03	TC004778	FBgn0263993
EJA0E	TC001573	FBgn0040356,FBgn0051702,FBgn0051703,FBgn0034722
EJA0I	TC008698	FBgn0037753
EJA0M	TC010345	FBgn0001276
EJA16	TC015952	FBgn0034314
EJA19	TC034118	FBgn0032859
EJA1M	TC009841	FBgn0039290
EJA1Q	TC031508	FBgn0028743
EJA1V	TC013944	FBgn0262714
EIKYI	TC033077	FBgn0284408
EJA2X	TC009450	FBgn0014870
EJA3H	TC013491	FBgn0031256
EJA3N	TC003032	FBgn0029907
EJA3P	TC003327	FBgn0052699
EJA3Q	TC003325	FBgn0035236
EJA3R	TC007560	FBgn0034713,FBgn0052487,FBgn0036760,FBgn0052488,FBgn0036759
EJA3T	TC015332	FBgn0039861
EJA3U	TC004859	FBgn0027508
EJA59	TC008729	FBgn0040064
EJA5B	TC004876	FBgn0034573
EJA6M	TC006217	FBgn0035850
EJA6R	TC033300	FBgn0001112
EJA7G	TC008315	FBgn0002524
EJA83	TC031998,TC012913,TC010895	FBgn0038799
EJA93	TC034215,TC004981,TC012647	FBgn0010348,FBgn0013749
EJA9A	TC001743	FBgn0013272
EJA9K	TC011005	FBgn0002775
EJAA2	TC006345	FBgn0030004
EJAAK	TC008796	FBgn0033751
EJAAN	TC002510	FBgn0040153
EJAAP	TC000131	FBgn0035444
EJAAW	TC034560	FBgn0038858
EJAB1	TC010027	FBgn0010531
EJAB2	TC003566	FBgn0036237
EJAB7	TC006352	FBgn0040087
EJAB9	TC014911	FBgn0037329
EJABP	TC031479,TC031478	FBgn0264075
EJABS	TC008486	FBgn0024191
EJABT	TC015733	FBgn0037680
EJABU	TC011056	FBgn0027509
EJABX	TC003553	FBgn0034897
EJACH	TC009559	FBgn0004643
EJACK	TC008925	FBgn0033178
EJACN	TC015535	FBgn0026083
EJACY	TC009087	FBgn0260487
EJAD6	TC005312	FBgn0262598
EJADQ	TC030991	FBgn0286778
EJADR	TC004745	FBgn0003892
EJAE4	TC011563	FBgn0052281
EJAE5	TC002731,TC004314	FBgn0029672,FBgn0038809
EJAED	TC014950	FBgn0035150
EJAEE	TC010706,TC011174,TC011173,TC011134	FBgn0035355,FBgn0035356
EJAEH	TC013924	FBgn0024689
EJAEK	TC015754	FBgn0053557
EJAEN	TC015142	FBgn0039234
EJAEW	TC033408	FBgn0026741
EJAEZ	TC004395	FBgn0000377
EJAF2	TC003149	FBgn0036372
EJAF3	TC005928	FBgn0033879
EJAF7	TC015192	FBgn0038376
EJAF8	TC006499	FBgn0020407
EJAFJ	TC030695	FBgn0261068
EJAFK	TC002607	FBgn0036822
EJAFP	TC001744	FBgn0017482
EJAGQ	TC013325	FBgn0037700
EJAGW	TC001451	FBgn0039505
EJAGY	TC009022	FBgn0014930
EJAH0	TC013006	FBgn0013531
EJAHS	TC009267	FBgn0032691
EJAHT	TC009342	FBgn0015019,FBgn0030729
EJAHU	TC005421	FBgn0032925
EJAHV	TC013369	FBgn0027581
EJAHW	TC034713,TC008245,TC001566	FBgn0030456,FBgn0031590
EJAHX	TC032789	FBgn0011708
EJAHY	TC009837	FBgn0051159
EJAHZ	TC004626,TC006568	FBgn0261274
EJAI0	TC002590	FBgn0028467
EJAI2	TC014209	FBgn0030612
EJAI6	TC002736	FBgn0036052
EJAID	TC013860	FBgn0036448
EJAIS	TC006047	FBgn0267975
EJAIX	TC003996	FBgn0038195
EJAJ1	TC009532	FBgn0034733
EJAK0	TC009504	FBgn0063485
EJAK3	TC032392	FBgn0265045
EJAK4	TC032336	FBgn0024189,FBgn0287864
EJAK7	TC034109	FBgn0000721
EJAK8	TC006940,TC006941	FBgn0000442
EJAK9	TC007351	FBgn0026721
EJAKP	TC012422	FBgn0000228
EJAKV	TC031838	FBgn0024222
EJAKW	TC007198	FBgn0050410
EJAMC	TC009766	FBgn0016061
EJAMX	TC032228,TC004557,TC001259,TC001260,TC001261,TC001262,TC004952	FBgn0030223,FBgn0030222,FBgn0036186,FBgn0051198,FBgn0039640,FBgn0263236,FBgn0046253,FBgn0051445,FBgn0259237,FBgn0039656,FBgn0028935
EJANR	TC004590	FBgn0004907
EJANS	TC005951,TC005774	FBgn0263027
EJANT	TC004639,TC001040	FBgn0033391
EJANV	TC030631	FBgn0262601
EJANW	TC014705	FBgn0026181
EJANX	TC001916	FBgn0004959
EJANZ	TC011204	FBgn0028697
EJAP4	TC012910	FBgn0000382
EJAP8	TC013171	FBgn0033196
EJAPK	TC014592	FBgn0032819
EJAQ3	TC030700	FBgn0034519
EJAQT	TC007876	FBgn0038651
EJASB	TC031075	FBgn0010772
EJASK	TC001379	FBgn0032986
EJASM	TC003403	FBgn0031026,FBgn0033551
EJASN	TC001754	FBgn0037315
EJASP	TC000880	FBgn0026160
EJAST	TC012168	FBgn0261279
EJASU	TC012616	FBgn0031294
EJASW	TC009906	FBgn0003733
EJASX	TC031695	FBgn0051632
EJASY	TC004583	FBgn0026375
EJASZ	TC005477	FBgn0260945
EJAU6	TC000802	FBgn0004034
EJAU7	TC032705,TC002494	FBgn0023094
EJAU8	TC004599,TC000524	FBgn0028662,FBgn0262514
EJAUA	TC005982	FBgn0031307
EJAUC	TC013613	FBgn0038727
EJAUD	TC001681,TC002330	FBgn0032138
EJAUE	TC006166	FBgn0283525
EJAUI	TC000588	FBgn0038629
EJAUK	TC002096	FBgn0035848
EJAUM	TC034768	FBgn0038576
EJAUN	TC003574	FBgn0052190
EJAUP	TC014791	FBgn0033475
EJAV1	TC016271	FBgn0030186,FBgn0036102
EJAVB	TC012755	FBgn0029930
EJAVE	TC034463	FBgn0029594
EJAVJ	TC031491	FBgn0052017
EJAVP	TC004235	FBgn0035630
EJAVQ	TC003757	FBgn0031997
EJAVR	TC009389	FBgn0026326
EJAVT	TC002979	FBgn0283649,FBgn0028847
EJAVV	TC007172	FBgn0031602
EJAVW	TC004291	FBgn0067622
EJAVY	TC006326	FBgn0026060
EJAW0	TC016210	FBgn0051278
EJAW5	TC001068	FBgn0032847
EJAWG	TC003905	FBgn0034197
EJAWH	TC009721	FBgn0052371,FBgn0031585,FBgn0034403,FBgn0027066,FBgn0030191,FBgn0051907
EJAWI	TC006374	FBgn0030799
EJAWJ	TC013151	FBgn0031452
EJAYK	TC012396	FBgn0039565
EJAYN	TC034087,TC003228,TC012020	FBgn0036316,FBgn0015230,FBgn0034247,FBgn0028560
EJAZ6	TC013474	FBgn0002573
EJAZN	TC033453	FBgn0263005
EJAZP	TC004673	FBgn0031375
EJAZS	TC007954	FBgn0260855
EJAZT	TC003540,TC004080	FBgn0036862
EJB00	TC011734	FBgn0020379
EJB01	TC001048	FBgn0002772
EJB02	TC013081	FBgn0036334,FBgn0038200
EJB06	TC032795	FBgn0053517
EJB0K	TC013579	FBgn0033483
EJB0N	TC000973	FBgn0036038
EJB0Q	TC033631	FBgn0264785
EJB19	TC032291	FBgn0265102
EJB1C	TC012534	FBgn0031495
EJB1K	TC034098,TC033612,TC033390,TC014091,TC015346,TC014776,TC013752,TC013751,TC013750,TC013749,TC014089,TC014090,TC014092,TC010434,TC014589,TC010962,TC008570	FBgn0034612,FBgn0051793,FBgn0039644,FBgn0039645,FBgn0263316,FBgn0010549,FBgn0032908,FBgn0032026,FBgn0051792,FBgn0038740
EJB1S	TC007539	FBgn0016123
EJB1V	TC015545	FBgn0030735
EJB21	TC005889	FBgn0030800
EJB22	TC015854	FBgn0035290
EJB23	TC014568	FBgn0010909
EJB24	TC030708,TC030673	FBgn0050417,FBgn0034423,FBgn0004656,FBgn0039124
EJB26	TC030986	FBgn0011739
EJB28	TC005857	FBgn0262739
EJB29	TC004566	FBgn0016687
EJB2A	TC005075	FBgn0259145
EJB2C	TC033953	FBgn0037098
EJB2D	TC032729	FBgn0004611
EJB2M	TC007075	FBgn0030433
EJB36	TC034906	FBgn0287695
EJB3C	TC006049	FBgn0030678
EJB3P	TC008382	FBgn0030208
EJB3R	TC011744	FBgn0000492
EJB3S	TC003310	FBgn0034087
EJB3X	TC011937	FBgn0037534
EJB46	TC009847	FBgn0287187
EJB48	TC007141	FBgn0265598
EJB4B	TC008416,TC001249	FBgn0031315,FBgn0031968
EJB4F	TC015912	FBgn0013307,FBgn0013308
EJB4H	TC012423,TC001889	FBgn0264975
EJB4I	TC032095,TC000682,TC000681,TC000680,TC000679,TC000678	FBgn0033215,FBgn0033216,FBgn0033214
EJB71	TC014987	FBgn0015582
EJB72	TC004742	FBgn0033766
EJB78	TC014434	FBgn0032393,FBgn0051864
EJB7A	TC012990	FBgn0266450
EJB7X	TC001512	FBgn0259984
EJB7Y	TC002100	FBgn0037442
EJB7Z	TC034176	FBgn0036999,FBgn0036154
EJB81	TC012490	FBgn0035523
EJBB7	TC031742	FBgn0031905
EJBB8	TC001617,TC016172	FBgn0037894
EJBBA	TC011991	FBgn0000307
EJBBC	TC005991	FBgn0050476
EJBBE	TC016321	FBgn0035440
EJBBU	TC031492	FBgn0032191
EJBBW	TC005900	FBgn0028737
EJBBX	TC009072	FBgn0034356,FBgn0003067
EJBBY	TC009916	FBgn0259152
EJBC0	TC032568	FBgn0029958
EJBC1	TC010900	FBgn0004915
EJBC2	TC011520	FBgn0036319
EJBC3	TC011519	FBgn0027055
EJBCC	TC010122	FBgn0038424
EJBCH	TC002805	FBgn0030805
EJBCI	TC000474	FBgn0033679
EJBCJ	TC009617	FBgn0039020
EJBCN	TC015505	FBgn0039381
EJBCP	TC007666	FBgn0029798
EJBCQ	TC034861	FBgn0031069
EJBCV	TC014326	FBgn0016075
EJBDM	TC033340,TC033339,TC005190	FBgn0000594,FBgn0000592
EJBDQ	TC033429,TC015712,TC015717,TC015718	FBgn0030598,FBgn0030597,FBgn0030596,FBgn0030594,FBgn0030593,FBgn0030590,FBgn0266435,FBgn0266434
EJBDU	TC011889	FBgn0035484
EJBDV	TC010660	FBgn0039601
EJBE3	TC032522	FBgn0262029
EJBE7	TC006110	FBgn0023489
EJBEB	TC004461	FBgn0259228
EJBEC	TC007439	FBgn0000376
EJBED	TC005210	FBgn0061209,FBgn0053868,FBgn0053870,FBgn0053872,FBgn0053874,FBgn0053876,FBgn0053878,FBgn0053880,FBgn0053882,FBgn0053884,FBgn0053886,FBgn0053888,FBgn0053890,FBgn0053892,FBgn0053894,FBgn0053896,FBgn0053898,FBgn0053900,FBgn0053902,FBgn0053904,FBgn0053906,FBgn0053908,FBgn0053910
EJBEF	TC030670	FBgn0038806
EJBEV	TC032474	FBgn0036121
EJBEY	TC033187,TC007664,TC007663,TC010295	FBgn0031235
EJBF0	TC012538	FBgn0035692
EJBF1	TC012548	FBgn0063368
EJBF3	TC014257	FBgn0038586
EJBF5	TC001118	FBgn0039481
EJBF7	TC009083	FBgn0031455
EJBFC	TC014203	FBgn0086359
EJBFD	TC011205	FBgn0027539
EJBFF	TC015812	FBgn0033166
EJBFN	TC002732	FBgn0036257
EJBFY	TC034858	FBgn0010383
EJBG5	TC034197	FBgn0036565
EJBGA	TC008302	FBgn0033753
EJBGB	TC000163	FBgn0284435
EJBGD	TC013979	FBgn0087012
EJBGF	TC012134	FBgn0027579
EJBGG	TC000059	FBgn0036386
EJBGH	TC030644	FBgn0038853
EJBGI	TC011816	FBgn0027053
EJBGK	TC001069	FBgn0015381
EJBGY	TC013835	FBgn0030944,FBgn0034218
EJBH3	TC033956	FBgn0083983
EJBH7	TC030001,TC030463	FBgn0004552
EJBHB	TC010896	FBgn0037384,FBgn0032660
EJBHP	TC013702	FBgn0030753
EJBHQ	TC000970	FBgn0262124
EJBHU	TC014754	FBgn0032031
EJBHZ	TC000394,TC004383	FBgn0266347,FBgn0015519
EJBI2	TC005565	FBgn0038105,FBgn0041710
EJBI5	TC033178,TC001612,TC014543	FBgn0001104,FBgn0001122
EJBIA	TC032312	FBgn0024887
EJBIB	TC002617,TC002616	FBgn0036116
EJBID	TC015853	FBgn0035332,FBgn0036329,FBgn0031649,FBgn0051693,FBgn0041150
EJBIG	TC033009	FBgn0034704
EJBII	TC014185	FBgn0004898,FBgn0004897
EJBIJ	TC015354	FBgn0034985
EJBIP	TC009150	FBgn0034058
EJBIQ	TC033636,TC033635	FBgn0005674
EJBIS	TC015135	FBgn0023514
EJBIW	TC009264	FBgn0283500
EJBIX	TC008167,TC000874	FBgn0037402,FBgn0262512
EJBIY	TC012123	FBgn0032013
EJBJ6	TC015975	FBgn0031229
EJBJ8	TC012565	FBgn0004618
EJBJB	TC012652	FBgn0263706
EJBJQ	TC009075	FBgn0266708
EJBJR	TC000402	FBgn0033273
EJBJU	TC006252	FBgn0017566
EJBKK	TC011515	FBgn0037141
EJBKR	TC010045	FBgn0037637
EJBMB	TC032133	FBgn0052600
EJBMK	TC032379,TC032380,TC003456,TC003457	FBgn0028491,FBgn0265575
EJBMM	TC008009	FBgn0017561
EJBMP	TC001709	FBgn0033259
EJBMQ	TC034040	FBgn0004367
EJBMR	TC008566	FBgn0045035
EJBN6	TC034108	FBgn0000451
EJBPB	TC009978	FBgn0003943,FBgn0086558
EJBPM	TC003460	FBgn0002526
EJBPQ	TC034472,TC032874,TC034670,TC032876,TC007185,TC007182,TC007981,TC012838,TC012839,TC012841	FBgn0031533,FBgn0036996,FBgn0032265,FBgn0032266,FBgn0051871,FBgn0042207,FBgn0023495,FBgn0034990,FBgn0038067,FBgn0032981,FBgn0265264,FBgn0038070,FBgn0038068,FBgn0038069,FBgn0032264,FBgn0043825,FBgn0033999,FBgn0051091,FBgn0051872
EJBPR	TC011051	FBgn0034878
EJBQ1	TC032178	FBgn0039225
EJBQC	TC016219	FBgn0034940
EJBQR	TC003212	FBgn0026252
EJBQS	TC030741	FBgn0051550
EJBRQ	TC014758	FBgn0034243
EJBRW	TC013033	FBgn0010417,FBgn0014342
EJBRX	TC007937	FBgn0029711
EJBRY	TC014294	FBgn0002183
EJBSK	TC015835	FBgn0023090
EJBSM	TC030542	FBgn0036292
EJBVK	TC000981	FBgn0000024
EJBVV	TC013391,TC013392	FBgn0264953,FBgn0267430
EJBVZ	TC033053	FBgn0259111
EJBW1	TC013008	FBgn0027583
EJBW2	TC001377	FBgn0034879
EJBW7	TC013254	FBgn0030792,FBgn0031460
EJBWB	TC009578	FBgn0031228
EJBWC	TC007464	FBgn0086673
EJBWD	TC032171	FBgn0037378
EJBWF	TC030904	FBgn0085257
EJBY8	TC008412,TC008413,TC008414,TC006413	FBgn0031645
EJBYW	TC005585	FBgn0005696
EJBZ0	TC031145	FBgn0085447
EJBZ9	TC011374	FBgn0039709
EJBZF	TC014666	FBgn0031444,FBgn0261793,FBgn0031446
EJBZG	TC014820,TC014821	FBgn0038130
EJBZK	TC010804	FBgn0015296
EJBZM	TC001762	FBgn0267378
EJBZN	TC013911	FBgn0287234
EJBZP	TC007976	FBgn0033929
EJBZQ	TC011066	FBgn0085387
EJBZS	TC006109	FBgn0020238
EJBZT	TC012824	FBgn0000454
EJC07	TC014910	FBgn0037142
EJC09	TC007208	FBgn0023129
EJC0A	TC014291	FBgn0035021
EJC0B	TC014400	FBgn0002023
EJC0D	TC013340	FBgn0020764
EJC0J	TC008433	FBgn0000022,FBgn0004170,FBgn0002561
EJC0K	TC010773	FBgn0039907
EJC0M	TC013228	FBgn0034110
EJC0N	TC010100	FBgn0028684
EJC0P	TC007847	FBgn0031535
EJC0Q	TC003500	FBgn0085436
EJC1Y	TC009996	FBgn0029714
EJC22	TC033048,TC033049,TC014021	FBgn0263197
EJC23	TC032553	FBgn0053513
EJC26	TC013000	FBgn0036663
EJC27	TC007420	FBgn0032192
EJC28	TC016337,TC006642	FBgn0085395,FBgn0262593
EJC2A	TC004969	FBgn0033935
EJC2D	TC013259	FBgn0037051
EJC2G	TC015892	FBgn0261109
EJC2H	TC000374	FBgn0259215
EJC2I	TC002986	FBgn0000928,FBgn0037205,FBgn0051755
EJC3Q	TC031411	FBgn0267652,FBgn0267651
EJC3T	TC006138	FBgn0052521
EJC4T	TC013407,TC013942	FBgn0031216,FBgn0260486
EJC4W	TC015475,TC001199,TC006706,TC006707	FBgn0265042,FBgn0039081
EJC58	TC003167	FBgn0001179
EJC59	TC003279,TC003178	FBgn0036752,FBgn0036751,FBgn0033952
EJC5A	TC006218	FBgn0039347
EJC5Q	TC015328	FBgn0035584,FBgn0017456,FBgn0026316
EJC5T	TC009615	FBgn0030694
EJC69	TC032555	FBgn0259204
EJC6A	TC032636,TC004033,TC010478	FBgn0035360
EJC6V	TC003546	FBgn0037156
EJC70	TC001367,TC000170,TC001368,TC014348	FBgn0001089,FBgn0260746
EJC78	TC005673	FBgn0003978
EJC7H	TC010507	FBgn0040342
EJC81	TC005500	FBgn0030778
EJC8D	TC034855,TC012219	FBgn0030506
EJC8E	TC001328	FBgn0027082
EJC8X	TC034465	FBgn0085425
EJC94	TC004496	FBgn0033354
EJC9W	TC007163	FBgn0261283
